Issue key,Issue id,Issue Type,Summary,Epic Link,Parent,Fix versions,Story Points,Logged Hours,Status,Resolution,Target start,Target end,Outward issue link (Blocks),Inward issue link (Blocks)
WEB-700179,400179,Bug,Implementation bug for Scale Rows - Web Experience - Content publishing wave 05,WEB-2004,,Portfolio 2026,8,5.5,To Do,,,,,
WEB-700180,400180,Story,Validation story for Scale Rows - Web Experience - Content publishing wave 05,WEB-2004,,Portfolio 2026,1,0.5,In Progress,,,,,
WEB-700181,400181,Task,Documentation task for Scale Rows - Web Experience - Content publishing wave 05,WEB-2004,,Portfolio 2026,2,2,Done,Done,,,,
WEB-700182,400182,Bug,Release readiness bug for Scale Rows - Web Experience - Content publishing wave 05,WEB-2004,,Portfolio 2026,3,3.5,In Progress,,,,,
WEB-700183,400183,Story,Stakeholder review story for Scale Rows - Web Experience - Content publishing wave 05,WEB-2004,,Portfolio 2026,5,5,To Do,,,,,
WEB-700184,400184,Task,Discovery task for Scale Rows - Web Experience - Checkout web flow wave 42,WEB-2041,,Portfolio 2026,3,6h,In Progress,,,,,
WEB-700185,400185,Bug,Implementation bug for Scale Rows - Web Experience - Checkout web flow wave 42,WEB-2041,,Portfolio 2026,5,1,To Do,,,,,
WEB-700186,400186,Story,Validation story for Scale Rows - Web Experience - Checkout web flow wave 42,WEB-2041,,Portfolio 2026,8,2.5,Done,Done,,,,
WEB-700187,400187,Task,Documentation task for Scale Rows - Web Experience - Checkout web flow wave 42,WEB-2041,,Portfolio 2026,1,4,To Do,,,,,
WEB-700188,400188,Bug,Release readiness bug for Scale Rows - Web Experience - Checkout web flow wave 42,WEB-2041,,Portfolio 2026,2,5.5,In Progress,,,,,
WEB-700189,400189,Story,Stakeholder review story for Scale Rows - Web Experience - Checkout web flow wave 42,WEB-2041,,Portfolio 2026,3,0.5,Done,Done,,,,
WEB-700190,400190,Task,Discovery task for Scale Rows - Web Experience - Search results tuning wave 33,WEB-2032,,Portfolio 2026,5,0h,To Do,,,,,
WEB-700191,400191,Bug,Implementation bug for Scale Rows - Web Experience - Search results tuning wave 33,WEB-2032,,Portfolio 2026,8,1.5,Done,Done,,,,
WEB-700192,400192,Story,Validation story for Scale Rows - Web Experience - Search results tuning wave 33,WEB-2032,,Portfolio 2026,1,3,To Do,,,,,
WEB-700193,400193,Task,Documentation task for Scale Rows - Web Experience - Search results tuning wave 33,WEB-2032,,Portfolio 2026,2,4.5,In Progress,,,,,
WEB-700194,400194,Bug,Release readiness bug for Scale Rows - Web Experience - Search results tuning wave 33,WEB-2032,,Portfolio 2026,3,6,Done,Done,,,,
WEB-700195,400195,Story,Discovery story for Scale Rows - Web Experience - Experiment cleanup wave 24,WEB-2023,,Portfolio 2026,8,0h 30m,Done,Done,,,,
WEB-700196,400196,Task,Implementation task for Scale Rows - Web Experience - Experiment cleanup wave 24,WEB-2023,,Portfolio 2026,1,2,To Do,,,,,
WEB-700197,400197,Bug,Validation bug for Scale Rows - Web Experience - Experiment cleanup wave 24,WEB-2023,,Portfolio 2026,2,3.5,In Progress,,,,,
WEB-700198,400198,Story,Documentation story for Scale Rows - Web Experience - Experiment cleanup wave 24,WEB-2023,,Portfolio 2026,3,5,Done,Done,,,,
WEB-700199,400199,Task,Release readiness task for Scale Rows - Web Experience - Experiment cleanup wave 24,WEB-2023,,Portfolio 2026,5,0,In Progress,,,,,
WEB-700200,400200,Bug,Stakeholder review bug for Scale Rows - Web Experience - Experiment cleanup wave 24,WEB-2023,,Portfolio 2026,8,1.5,To Do,,,,,
WEB-700201,400201,Story,Discovery story for Scale Rows - Web Experience - Localization pass wave 15,WEB-2014,,Portfolio 2026,1,1h,To Do,,,,,
WEB-700202,400202,Task,Implementation task for Scale Rows - Web Experience - Localization pass wave 15,WEB-2014,,Portfolio 2026,2,2.5,In Progress,,,,,
WEB-700203,400203,Bug,Validation bug for Scale Rows - Web Experience - Localization pass wave 15,WEB-2014,,Portfolio 2026,3,4,Done,Done,,,,
WEB-700204,400204,Story,Documentation story for Scale Rows - Web Experience - Localization pass wave 15,WEB-2014,,Portfolio 2026,5,5.5,In Progress,,,,,
WEB-700205,400205,Task,Release readiness task for Scale Rows - Web Experience - Localization pass wave 15,WEB-2014,,Portfolio 2026,8,0.5,To Do,,,,,
WEB-700206,400206,Bug,Discovery bug for Scale Rows - Web Experience - Navigation refresh wave 06,WEB-2005,,Portfolio 2026,2,1h 30m,In Progress,,,,,
WEB-700207,400207,Story,Implementation story for Scale Rows - Web Experience - Navigation refresh wave 06,WEB-2005,,Portfolio 2026,3,3,Done,Done,,,,
WEB-700208,400208,Task,Validation task for Scale Rows - Web Experience - Navigation refresh wave 06,WEB-2005,,Portfolio 2026,5,4.5,In Progress,,,,,
WEB-700209,400209,Bug,Documentation bug for Scale Rows - Web Experience - Navigation refresh wave 06,WEB-2005,,Portfolio 2026,8,6,To Do,,,,,
WEB-700210,400210,Story,Release readiness story for Scale Rows - Web Experience - Navigation refresh wave 06,WEB-2005,,Portfolio 2026,1,1,Done,Done,,,,
WEB-700211,400211,Task,Stakeholder review task for Scale Rows - Web Experience - Navigation refresh wave 06,WEB-2005,,Portfolio 2026,2,2.5,To Do,,,,,
WEB-700212,400212,Bug,Discovery bug for Scale Rows - Web Experience - Homepage personalization wave 43,WEB-2042,,Portfolio 2026,1,3h 30m,Done,Done,,,,
WEB-700213,400213,Story,Implementation story for Scale Rows - Web Experience - Homepage personalization wave 43,WEB-2042,,Portfolio 2026,2,5,To Do,,,,,
WEB-700214,400214,Task,Validation task for Scale Rows - Web Experience - Homepage personalization wave 43,WEB-2042,,Portfolio 2026,3,0,In Progress,,,,,
WEB-700215,400215,Bug,Documentation bug for Scale Rows - Web Experience - Homepage personalization wave 43,WEB-2042,,Portfolio 2026,5,1.5,Done,Done,,,,
WEB-700216,400216,Story,Release readiness story for Scale Rows - Web Experience - Homepage personalization wave 43,WEB-2042,,Portfolio 2026,8,3,In Progress,,,,,
WEB-700217,400217,Task,Stakeholder review task for Scale Rows - Web Experience - Homepage personalization wave 43,WEB-2042,,Portfolio 2026,1,4.5,To Do,,,,,
WEB-700218,400218,Bug,Discovery bug for Scale Rows - Web Experience - Checkout web flow wave 34,WEB-2033,,Portfolio 2026,2,4h,To Do,,,,,
WEB-700219,400219,Story,Implementation story for Scale Rows - Web Experience - Checkout web flow wave 34,WEB-2033,,Portfolio 2026,3,5.5,In Progress,,,,,
WEB-700220,400220,Task,Validation task for Scale Rows - Web Experience - Checkout web flow wave 34,WEB-2033,,Portfolio 2026,5,0.5,Done,Done,,,,
WEB-700221,400221,Bug,Documentation bug for Scale Rows - Web Experience - Checkout web flow wave 34,WEB-2033,,Portfolio 2026,8,2,In Progress,,,,,
WEB-700222,400222,Story,Release readiness story for Scale Rows - Web Experience - Checkout web flow wave 34,WEB-2033,,Portfolio 2026,1,3.5,To Do,,,,,
WEB-700223,400223,Task,Discovery task for Scale Rows - Web Experience - Search results tuning wave 25,WEB-2024,,Portfolio 2026,3,4h 30m,In Progress,,,,,
WEB-700224,400224,Bug,Implementation bug for Scale Rows - Web Experience - Search results tuning wave 25,WEB-2024,,Portfolio 2026,5,6,Done,Done,,,,
WEB-700225,400225,Story,Validation story for Scale Rows - Web Experience - Search results tuning wave 25,WEB-2024,,Portfolio 2026,8,1,In Progress,,,,,
WEB-700226,400226,Task,Documentation task for Scale Rows - Web Experience - Search results tuning wave 25,WEB-2024,,Portfolio 2026,1,2.5,To Do,,,,,
WEB-700227,400227,Bug,Release readiness bug for Scale Rows - Web Experience - Search results tuning wave 25,WEB-2024,,Portfolio 2026,2,4,Done,Done,,,,
WEB-700228,400228,Story,Stakeholder review story for Scale Rows - Web Experience - Search results tuning wave 25,WEB-2024,,Portfolio 2026,3,5.5,To Do,,,,,
WEB-700229,400229,Task,Discovery task for Scale Rows - Web Experience - Experiment cleanup wave 16,WEB-2015,,Portfolio 2026,5,5h,Done,Done,,,,
WEB-700230,400230,Bug,Implementation bug for Scale Rows - Web Experience - Experiment cleanup wave 16,WEB-2015,,Portfolio 2026,8,0,In Progress,,,,,
WEB-700231,400231,Story,Validation story for Scale Rows - Web Experience - Experiment cleanup wave 16,WEB-2015,,Portfolio 2026,1,1.5,To Do,,,,,
WEB-700232,400232,Task,Documentation task for Scale Rows - Web Experience - Experiment cleanup wave 16,WEB-2015,,Portfolio 2026,2,3,Done,Done,,,,
WEB-700233,400233,Bug,Release readiness bug for Scale Rows - Web Experience - Experiment cleanup wave 16,WEB-2015,,Portfolio 2026,3,4.5,To Do,,,,,
WEB-700234,400234,Story,Discovery story for Scale Rows - Web Experience - Localization pass wave 07,WEB-2006,,Portfolio 2026,8,5h 30m,In Progress,,,,,
WEB-700235,400235,Task,Implementation task for Scale Rows - Web Experience - Localization pass wave 07,WEB-2006,,Portfolio 2026,1,0.5,To Do,,,,,
WEB-700236,400236,Bug,Validation bug for Scale Rows - Web Experience - Localization pass wave 07,WEB-2006,,Portfolio 2026,2,2,Done,Done,,,,
WEB-700237,400237,Story,Documentation story for Scale Rows - Web Experience - Localization pass wave 07,WEB-2006,,Portfolio 2026,3,3.5,To Do,,,,,
WEB-700238,400238,Task,Release readiness task for Scale Rows - Web Experience - Localization pass wave 07,WEB-2006,,Portfolio 2026,5,5,In Progress,,,,,
WEB-700239,400239,Bug,Stakeholder review bug for Scale Rows - Web Experience - Localization pass wave 07,WEB-2006,,Portfolio 2026,8,0,Done,Done,,,,
WEB-700240,400240,Story,Discovery story for Scale Rows - Web Experience - Accessibility remediation wave 44,WEB-2043,,Portfolio 2026,5,1h,In Progress,,,,,
WEB-700241,400241,Task,Implementation task for Scale Rows - Web Experience - Accessibility remediation wave 44,WEB-2043,,Portfolio 2026,8,2.5,Done,Done,,,,
WEB-700242,400242,Bug,Validation bug for Scale Rows - Web Experience - Accessibility remediation wave 44,WEB-2043,,Portfolio 2026,1,4,In Progress,,,,,
WEB-700243,400243,Story,Documentation story for Scale Rows - Web Experience - Accessibility remediation wave 44,WEB-2043,,Portfolio 2026,2,5.5,To Do,,,,,
WEB-700244,400244,Task,Release readiness task for Scale Rows - Web Experience - Accessibility remediation wave 44,WEB-2043,,Portfolio 2026,3,0.5,Done,Done,,,,
WEB-700245,400245,Bug,Stakeholder review bug for Scale Rows - Web Experience - Accessibility remediation wave 44,WEB-2043,,Portfolio 2026,5,2,To Do,,,,,
WEB-700246,400246,Story,Discovery story for Scale Rows - Web Experience - Homepage personalization wave 35,WEB-2034,,Portfolio 2026,8,1h 30m,Done,Done,,,,
WEB-700247,400247,Task,Implementation task for Scale Rows - Web Experience - Homepage personalization wave 35,WEB-2034,,Portfolio 2026,1,3,In Progress,,,,,
WEB-700248,400248,Bug,Validation bug for Scale Rows - Web Experience - Homepage personalization wave 35,WEB-2034,,Portfolio 2026,2,4.5,To Do,,,,,
WEB-700249,400249,Story,Documentation story for Scale Rows - Web Experience - Homepage personalization wave 35,WEB-2034,,Portfolio 2026,3,6,Done,Done,,,,
WEB-700250,400250,Task,Release readiness task for Scale Rows - Web Experience - Homepage personalization wave 35,WEB-2034,,Portfolio 2026,5,1,To Do,,,,,
WEB-700251,400251,Bug,Discovery bug for Scale Rows - Web Experience - Checkout web flow wave 26,WEB-2025,,Portfolio 2026,1,2h,In Progress,,,,,
WEB-700252,400252,Story,Implementation story for Scale Rows - Web Experience - Checkout web flow wave 26,WEB-2025,,Portfolio 2026,2,3.5,To Do,,,,,
WEB-700253,400253,Task,Validation task for Scale Rows - Web Experience - Checkout web flow wave 26,WEB-2025,,Portfolio 2026,3,5,Done,Done,,,,
WEB-700254,400254,Bug,Documentation bug for Scale Rows - Web Experience - Checkout web flow wave 26,WEB-2025,,Portfolio 2026,5,0,To Do,,,,,
WEB-700255,400255,Story,Release readiness story for Scale Rows - Web Experience - Checkout web flow wave 26,WEB-2025,,Portfolio 2026,8,1.5,In Progress,,,,,
WEB-700256,400256,Task,Stakeholder review task for Scale Rows - Web Experience - Checkout web flow wave 26,WEB-2025,,Portfolio 2026,1,3,Done,Done,,,,
WEB-700257,400257,Bug,Discovery bug for Scale Rows - Web Experience - Search results tuning wave 17,WEB-2016,,Portfolio 2026,2,2h 30m,To Do,,,,,
WEB-700258,400258,Story,Implementation story for Scale Rows - Web Experience - Search results tuning wave 17,WEB-2016,,Portfolio 2026,3,4,Done,Done,,,,
WEB-700259,400259,Task,Validation task for Scale Rows - Web Experience - Search results tuning wave 17,WEB-2016,,Portfolio 2026,5,5.5,To Do,,,,,
WEB-700260,400260,Bug,Documentation bug for Scale Rows - Web Experience - Search results tuning wave 17,WEB-2016,,Portfolio 2026,8,0.5,In Progress,,,,,
WEB-700261,400261,Story,Release readiness story for Scale Rows - Web Experience - Search results tuning wave 17,WEB-2016,,Portfolio 2026,1,2,Done,Done,,,,
WEB-700262,400262,Task,Discovery task for Scale Rows - Web Experience - Experiment cleanup wave 08,WEB-2007,,Portfolio 2026,3,3h,Done,Done,,,,
WEB-700263,400263,Bug,Implementation bug for Scale Rows - Web Experience - Experiment cleanup wave 08,WEB-2007,,Portfolio 2026,5,4.5,To Do,,,,,
WEB-700264,400264,Story,Validation story for Scale Rows - Web Experience - Experiment cleanup wave 08,WEB-2007,,Portfolio 2026,8,6,In Progress,,,,,
WEB-700265,400265,Task,Documentation task for Scale Rows - Web Experience - Experiment cleanup wave 08,WEB-2007,,Portfolio 2026,1,1,Done,Done,,,,
WEB-700266,400266,Bug,Release readiness bug for Scale Rows - Web Experience - Experiment cleanup wave 08,WEB-2007,,Portfolio 2026,2,2.5,In Progress,,,,,
WEB-700267,400267,Story,Stakeholder review story for Scale Rows - Web Experience - Experiment cleanup wave 08,WEB-2007,,Portfolio 2026,3,4,To Do,,,,,
WEB-700268,400268,Task,Discovery task for Scale Rows - Web Experience - Content publishing wave 45,WEB-2044,,Portfolio 2026,2,5h,In Progress,,,,,
WEB-700269,400269,Bug,Implementation bug for Scale Rows - Web Experience - Content publishing wave 45,WEB-2044,,Portfolio 2026,3,0,To Do,,,,,
WEB-700270,400270,Story,Validation story for Scale Rows - Web Experience - Content publishing wave 45,WEB-2044,,Portfolio 2026,5,1.5,Done,Done,,,,
WEB-700271,400271,Task,Documentation task for Scale Rows - Web Experience - Content publishing wave 45,WEB-2044,,Portfolio 2026,8,3,To Do,,,,,
WEB-700272,400272,Bug,Release readiness bug for Scale Rows - Web Experience - Content publishing wave 45,WEB-2044,,Portfolio 2026,1,4.5,In Progress,,,,,
WEB-700273,400273,Story,Stakeholder review story for Scale Rows - Web Experience - Content publishing wave 45,WEB-2044,,Portfolio 2026,2,6,Done,Done,,,,
WEB-700274,400274,Task,Discovery task for Scale Rows - Web Experience - Accessibility remediation wave 36,WEB-2035,,Portfolio 2026,3,5h 30m,To Do,,,,,
WEB-700275,400275,Bug,Implementation bug for Scale Rows - Web Experience - Accessibility remediation wave 36,WEB-2035,,Portfolio 2026,5,0.5,Done,Done,,,,
WEB-700276,400276,Story,Validation story for Scale Rows - Web Experience - Accessibility remediation wave 36,WEB-2035,,Portfolio 2026,8,2,To Do,,,,,
WEB-700277,400277,Task,Documentation task for Scale Rows - Web Experience - Accessibility remediation wave 36,WEB-2035,,Portfolio 2026,1,3.5,In Progress,,,,,
WEB-700278,400278,Bug,Release readiness bug for Scale Rows - Web Experience - Accessibility remediation wave 36,WEB-2035,,Portfolio 2026,2,5,Done,Done,,,,
WEB-700279,400279,Story,Discovery story for Scale Rows - Web Experience - Homepage personalization wave 27,WEB-2026,,Portfolio 2026,5,6h,Done,Done,,,,
WEB-700280,400280,Task,Implementation task for Scale Rows - Web Experience - Homepage personalization wave 27,WEB-2026,,Portfolio 2026,8,1,To Do,,,,,
WEB-700281,400281,Bug,Validation bug for Scale Rows - Web Experience - Homepage personalization wave 27,WEB-2026,,Portfolio 2026,1,2.5,In Progress,,,,,
WEB-700282,400282,Story,Documentation story for Scale Rows - Web Experience - Homepage personalization wave 27,WEB-2026,,Portfolio 2026,2,4,Done,Done,,,,
WEB-700283,400283,Task,Release readiness task for Scale Rows - Web Experience - Homepage personalization wave 27,WEB-2026,,Portfolio 2026,3,5.5,In Progress,,,,,
WEB-700284,400284,Bug,Stakeholder review bug for Scale Rows - Web Experience - Homepage personalization wave 27,WEB-2026,,Portfolio 2026,5,0.5,To Do,,,,,
WEB-700285,400285,Story,Discovery story for Scale Rows - Web Experience - Checkout web flow wave 18,WEB-2017,,Portfolio 2026,8,0h,To Do,,,,,
WEB-700286,400286,Task,Implementation task for Scale Rows - Web Experience - Checkout web flow wave 18,WEB-2017,,Portfolio 2026,1,1.5,In Progress,,,,,
WEB-700287,400287,Bug,Validation bug for Scale Rows - Web Experience - Checkout web flow wave 18,WEB-2017,,Portfolio 2026,2,3,Done,Done,,,,
WEB-700288,400288,Story,Documentation story for Scale Rows - Web Experience - Checkout web flow wave 18,WEB-2017,,Portfolio 2026,3,4.5,In Progress,,,,,
WEB-700289,400289,Task,Release readiness task for Scale Rows - Web Experience - Checkout web flow wave 18,WEB-2017,,Portfolio 2026,5,6,To Do,,,,,
WEB-700290,400290,Bug,Discovery bug for Scale Rows - Web Experience - Content publishing wave 37,WEB-2036,,Portfolio 2026,1,3h,To Do,,,,,
WEB-700291,400291,Story,Implementation story for Scale Rows - Web Experience - Content publishing wave 37,WEB-2036,,Portfolio 2026,2,4.5,In Progress,,,,,
WEB-700292,400292,Task,Validation task for Scale Rows - Web Experience - Content publishing wave 37,WEB-2036,,Portfolio 2026,3,6,Done,Done,,,,
WEB-700293,400293,Bug,Documentation bug for Scale Rows - Web Experience - Content publishing wave 37,WEB-2036,,Portfolio 2026,5,1,In Progress,,,,,
WEB-700294,400294,Story,Release readiness story for Scale Rows - Web Experience - Content publishing wave 37,WEB-2036,,Portfolio 2026,8,2.5,To Do,,,,,
WEB-700295,400295,Task,Discovery task for Scale Rows - Web Experience - Accessibility remediation wave 28,WEB-2027,,Portfolio 2026,2,3h 30m,In Progress,,,,,
WEB-700296,400296,Bug,Implementation bug for Scale Rows - Web Experience - Accessibility remediation wave 28,WEB-2027,,Portfolio 2026,3,5,Done,Done,,,,
WEB-700297,400297,Story,Validation story for Scale Rows - Web Experience - Accessibility remediation wave 28,WEB-2027,,Portfolio 2026,5,0,In Progress,,,,,
WEB-700298,400298,Task,Documentation task for Scale Rows - Web Experience - Accessibility remediation wave 28,WEB-2027,,Portfolio 2026,8,1.5,To Do,,,,,
WEB-700299,400299,Bug,Release readiness bug for Scale Rows - Web Experience - Accessibility remediation wave 28,WEB-2027,,Portfolio 2026,1,3,Done,Done,,,,
WEB-700300,400300,Story,Stakeholder review story for Scale Rows - Web Experience - Accessibility remediation wave 28,WEB-2027,,Portfolio 2026,2,4.5,To Do,,,,,
WEB-700301,400301,Task,Discovery task for Scale Rows - Web Experience - Homepage personalization wave 19,WEB-2018,,Portfolio 2026,3,4h,Done,Done,,,,
WEB-700302,400302,Bug,Implementation bug for Scale Rows - Web Experience - Homepage personalization wave 19,WEB-2018,,Portfolio 2026,5,5.5,In Progress,,,,,
WEB-700303,400303,Story,Validation story for Scale Rows - Web Experience - Homepage personalization wave 19,WEB-2018,,Portfolio 2026,8,0.5,To Do,,,,,
WEB-700304,400304,Task,Documentation task for Scale Rows - Web Experience - Homepage personalization wave 19,WEB-2018,,Portfolio 2026,1,2,Done,Done,,,,
WEB-700305,400305,Bug,Release readiness bug for Scale Rows - Web Experience - Homepage personalization wave 19,WEB-2018,,Portfolio 2026,2,3.5,To Do,,,,,
WEB-700306,400306,Story,Discovery story for Scale Rows - Web Experience - Checkout web flow wave 10,WEB-2009,,Portfolio 2026,5,4h 30m,In Progress,,,,,
WEB-700307,400307,Task,Implementation task for Scale Rows - Web Experience - Checkout web flow wave 10,WEB-2009,,Portfolio 2026,8,6,To Do,,,,,
WEB-700308,400308,Bug,Validation bug for Scale Rows - Web Experience - Checkout web flow wave 10,WEB-2009,,Portfolio 2026,1,1,Done,Done,,,,
WEB-700309,400309,Story,Documentation story for Scale Rows - Web Experience - Checkout web flow wave 10,WEB-2009,,Portfolio 2026,2,2.5,To Do,,,,,
WEB-700310,400310,Task,Release readiness task for Scale Rows - Web Experience - Checkout web flow wave 10,WEB-2009,,Portfolio 2026,3,4,In Progress,,,,,
WEB-700311,400311,Bug,Stakeholder review bug for Scale Rows - Web Experience - Checkout web flow wave 10,WEB-2009,,Portfolio 2026,5,5.5,Done,Done,,,,
WEB-700312,400312,Story,Discovery story for Scale Rows - Web Experience - Navigation refresh wave 38,WEB-2037,,Portfolio 2026,5,0h 30m,Done,Done,,,,
WEB-700313,400313,Task,Implementation task for Scale Rows - Web Experience - Navigation refresh wave 38,WEB-2037,,Portfolio 2026,8,2,In Progress,,,,,
WEB-700314,400314,Bug,Validation bug for Scale Rows - Web Experience - Navigation refresh wave 38,WEB-2037,,Portfolio 2026,1,3.5,To Do,,,,,
WEB-700315,400315,Story,Documentation story for Scale Rows - Web Experience - Navigation refresh wave 38,WEB-2037,,Portfolio 2026,2,5,Done,Done,,,,
WEB-700316,400316,Task,Release readiness task for Scale Rows - Web Experience - Navigation refresh wave 38,WEB-2037,,Portfolio 2026,3,0,To Do,,,,,
WEB-700317,400317,Bug,Discovery bug for Scale Rows - Web Experience - Content publishing wave 29,WEB-2028,,Portfolio 2026,8,1h,In Progress,,,,,
WEB-700318,400318,Story,Implementation story for Scale Rows - Web Experience - Content publishing wave 29,WEB-2028,,Portfolio 2026,1,2.5,To Do,,,,,
WEB-700319,400319,Task,Validation task for Scale Rows - Web Experience - Content publishing wave 29,WEB-2028,,Portfolio 2026,2,4,Done,Done,,,,
WEB-700320,400320,Bug,Documentation bug for Scale Rows - Web Experience - Content publishing wave 29,WEB-2028,,Portfolio 2026,3,5.5,To Do,,,,,
WEB-700321,400321,Story,Release readiness story for Scale Rows - Web Experience - Content publishing wave 29,WEB-2028,,Portfolio 2026,5,0.5,In Progress,,,,,
WEB-700322,400322,Task,Stakeholder review task for Scale Rows - Web Experience - Content publishing wave 29,WEB-2028,,Portfolio 2026,8,2,Done,Done,,,,
WEB-700323,400323,Bug,Discovery bug for Scale Rows - Web Experience - Accessibility remediation wave 20,WEB-2019,,Portfolio 2026,1,1h 30m,To Do,,,,,
WEB-700324,400324,Story,Implementation story for Scale Rows - Web Experience - Accessibility remediation wave 20,WEB-2019,,Portfolio 2026,2,3,Done,Done,,,,
WEB-700325,400325,Task,Validation task for Scale Rows - Web Experience - Accessibility remediation wave 20,WEB-2019,,Portfolio 2026,3,4.5,To Do,,,,,
WEB-700326,400326,Bug,Documentation bug for Scale Rows - Web Experience - Accessibility remediation wave 20,WEB-2019,,Portfolio 2026,5,6,In Progress,,,,,
WEB-700327,400327,Story,Release readiness story for Scale Rows - Web Experience - Accessibility remediation wave 20,WEB-2019,,Portfolio 2026,8,1,Done,Done,,,,
OPS-700328,400328,Task,Discovery task for Scale Rows - Operations - Release checklist automation wave 01,OPS-5000,,Operations Q1,2,2h,Done,Done,,,,
OPS-700329,400329,Bug,Implementation bug for Scale Rows - Operations - Release checklist automation wave 01,OPS-5000,,Operations Q1,3,3.5,To Do,,,,,
OPS-700330,400330,Story,Validation story for Scale Rows - Operations - Release checklist automation wave 01,OPS-5000,,Operations Q1,5,5,In Progress,,,,,
OPS-700331,400331,Task,Documentation task for Scale Rows - Operations - Release checklist automation wave 01,OPS-5000,,Operations Q1,8,0,Done,Done,,,,
OPS-700332,400332,Bug,Release readiness bug for Scale Rows - Operations - Release checklist automation wave 01,OPS-5000,,Operations Q1,1,1.5,In Progress,,,,,
OPS-700333,400333,Story,Stakeholder review story for Scale Rows - Operations - Release checklist automation wave 01,OPS-5000,,Operations Q1,2,3,To Do,,,,,
WEB-700334,400334,Task,Discovery task for Scale Rows - Web Experience - Localization pass wave 39,WEB-2038,,Portfolio 2026,2,4h 30m,To Do,,,,,
WEB-700335,400335,Bug,Implementation bug for Scale Rows - Web Experience - Localization pass wave 39,WEB-2038,,Portfolio 2026,3,6,Done,Done,,,,
WEB-700336,400336,Story,Validation story for Scale Rows - Web Experience - Localization pass wave 39,WEB-2038,,Portfolio 2026,5,1,To Do,,,,,
WEB-700337,400337,Task,Documentation task for Scale Rows - Web Experience - Localization pass wave 39,WEB-2038,,Portfolio 2026,8,2.5,In Progress,,,,,
WEB-700338,400338,Bug,Release readiness bug for Scale Rows - Web Experience - Localization pass wave 39,WEB-2038,,Portfolio 2026,1,4,Done,Done,,,,
WEB-700339,400339,Story,Discovery story for Scale Rows - Web Experience - Navigation refresh wave 30,WEB-2029,,Portfolio 2026,3,5h,Done,Done,,,,
WEB-700340,400340,Task,Implementation task for Scale Rows - Web Experience - Navigation refresh wave 30,WEB-2029,,Portfolio 2026,5,0,To Do,,,,,
WEB-700341,400341,Bug,Validation bug for Scale Rows - Web Experience - Navigation refresh wave 30,WEB-2029,,Portfolio 2026,8,1.5,In Progress,,,,,
WEB-700342,400342,Story,Documentation story for Scale Rows - Web Experience - Navigation refresh wave 30,WEB-2029,,Portfolio 2026,1,3,Done,Done,,,,
WEB-700343,400343,Task,Release readiness task for Scale Rows - Web Experience - Navigation refresh wave 30,WEB-2029,,Portfolio 2026,2,4.5,In Progress,,,,,
WEB-700344,400344,Bug,Stakeholder review bug for Scale Rows - Web Experience - Navigation refresh wave 30,WEB-2029,,Portfolio 2026,3,6,To Do,,,,,
OPS-700345,400345,Story,Discovery story for Scale Rows - Operations - Support workflow routing wave 11,OPS-5010,,Operations Q1,5,5h 30m,To Do,,,,,
OPS-700346,400346,Task,Implementation task for Scale Rows - Operations - Support workflow routing wave 11,OPS-5010,,Operations Q1,8,0.5,In Progress,,,,,
OPS-700347,400347,Bug,Validation bug for Scale Rows - Operations - Support workflow routing wave 11,OPS-5010,,Operations Q1,1,2,Done,Done,,,,
OPS-700348,400348,Story,Documentation story for Scale Rows - Operations - Support workflow routing wave 11,OPS-5010,,Operations Q1,2,3.5,In Progress,,,,,
OPS-700349,400349,Task,Release readiness task for Scale Rows - Operations - Support workflow routing wave 11,OPS-5010,,Operations Q1,3,5,To Do,,,,,
OPS-700350,400350,Bug,Discovery bug for Scale Rows - Operations - Incident readiness wave 02,OPS-5001,,Operations Q2,8,6h,In Progress,,,,,
OPS-700351,400351,Story,Implementation story for Scale Rows - Operations - Incident readiness wave 02,OPS-5001,,Operations Q2,1,1,Done,Done,,,,
OPS-700352,400352,Task,Validation task for Scale Rows - Operations - Incident readiness wave 02,OPS-5001,,Operations Q2,2,2.5,In Progress,,,,,
OPS-700353,400353,Bug,Documentation bug for Scale Rows - Operations - Incident readiness wave 02,OPS-5001,,Operations Q2,3,4,To Do,,,,,
OPS-700354,400354,Story,Release readiness story for Scale Rows - Operations - Incident readiness wave 02,OPS-5001,,Operations Q2,5,5.5,Done,Done,,,,
OPS-700355,400355,Task,Stakeholder review task for Scale Rows - Operations - Incident readiness wave 02,OPS-5001,,Operations Q2,8,0.5,To Do,,,,,
WEB-700356,400356,Bug,Discovery bug for Scale Rows - Web Experience - Experiment cleanup wave 40,WEB-2039,,Portfolio 2026,8,2h,To Do,,,,,
WEB-700357,400357,Story,Implementation story for Scale Rows - Web Experience - Experiment cleanup wave 40,WEB-2039,,Portfolio 2026,1,3.5,In Progress,,,,,
WEB-700358,400358,Task,Validation task for Scale Rows - Web Experience - Experiment cleanup wave 40,WEB-2039,,Portfolio 2026,2,5,Done,Done,,,,
WEB-700359,400359,Bug,Documentation bug for Scale Rows - Web Experience - Experiment cleanup wave 40,WEB-2039,,Portfolio 2026,3,0,In Progress,,,,,
WEB-700360,400360,Story,Release readiness story for Scale Rows - Web Experience - Experiment cleanup wave 40,WEB-2039,,Portfolio 2026,5,1.5,To Do,,,,,
